5,14898.545,[c3],0.004
6,33973.065,[c3],0.004
7,39457.383,[c3],0.008
8,41735.98,[c1],0.05
9,42999.79,[c1],0.07
10,43767.58,[c1],0.07
11,44268.72,[c1],0.07
12,44613.78,[c1],0.04
13,44861.46,[c1],0.03
14,45045.54,[c1],0.02
15,45185.79,[c1],0.02
16,45295.21,[c1],0.02
17,45382.26,[c1],0.03
18,45452.53,[c1],0.01
19,45510.2,[c1],0.02
20,45558,[c1],0.02
21,45598.17,[c1],0.02
22,45632.15,[c1],0.02
23,45661.22,[c1],0.03
24,45686.25,[c1],0.02
25,45707.96,[c1],0.02
26,45726.94,[c1],0.02
27,45743.6,[c1],0.02
28,45758.33,[c1],0.02
29,45771.41,[c1],0.02
30,45782.99,[c1],0.02
31,45793.45,[c1],0.02
32,45802.83,[c1],0.02
33,45811.27,[c1],0.02
34,45818.91,[c1],0.02
35,45825.83,[c1],0.02
36,45832.16,[c1],0.02
37,45837.93,[c1],0.02
38,45843.22,[c1],0.02
39,45848.05,[c1],0.02
40,45852.56,[c1],0.02
41,45856.68,[c1],0.02
42,45860.54,[c1],0.02
43,45864.04,[c1],0.02
44,45867.26,[c1],0.02
45,45870.3,[c1],0.03
46,45873.13,[c1],0.03
47,45875.77,[c1],0.03
48,45878.26,[c1],0.03
49,45880.56,[c1],0.02
50,45882.75,[c1],0.02
51,45884.82,[c1],0.02
52,45886.71,[c1],0.02
53,45888.43,[c1],0.03
54,45890.18,[c1],0.02
55,45891.8,[c1],0.03
56,45893.28,[c1],0.02
57,45894.7,[c1],0.02
58,45896.01,[c1],0.02
59,45897.3,[c1],0.02
60,45898.5,[c1],0.02
