4,,,	
5,,,	
6,,,	
7,,,	
8,,,	
9,,,	
10,,,	
11,,,		
12,,,		
13,,,		
14,,,		
15,,,		
16,,,		
17,,,		
18,,,		
19,,,		
20,49028.943,,0.0039220526
21,49054.802,,0.0039220526
22,49077.203,,0.0039220526
23,49096.736,,0.0039220526
24,49113.869,,0.0039220526
25,49128.981,,0.0039220526
26,49142.378,,0.0039220526
27,49154.309,,0.0039220526
28,49164.979,,0.0039220526
29,49174.563,,0.0039220526
30,49183.202,,0.0039220526
31,49191.014,,0.0039220526
32,49198.105,,0.0039220526
33,49204.558,,0.0039220526
34,49210.45,,0.0039220526
35,49215.842,,0.0039220526
36,49220.79,,0.0039220526
37,49225.341,,0.0039220526
38,49229.537,,0.0039220526
39,49233.414,,0.0039220526
40,49237.002,,0.0039220526
41,49240.331,,0.0039220526
42,49243.425,,0.0039220526
43,49246.304,,0.0039220526
44,49248.989,,0.0039220526
45,49251.496,,0.0039220526
46,49253.842,,0.0039220526
47,49256.04,,0.0039220526
48,49258.1,,0.0039220526
49,49260.036,,0.0039220526
50,49261.857,,0.0039220526
51,49263.571,,0.0039220526
52,49265.187,,0.0039220526
53,49266.713,,0.0039220526
54,49268.155,,0.0039220526
55,49269.518,,0.0039220526
56,49270.808,,0.0039220526
57,49272.032,,0.0039220526
58,49273.193,,0.0039220526
59,49274.295,,0.0039220526
60,49275.342,,0.0039220526
61,49276.338,,0.0039220526
62,49277.286,,0.0039220526
63,49278.19,,0.0039220526
64,49279.05,,0.0039220526
65,49279.872,,0.0039220526
66,49280.657,,0.0039220526
67,49281.406,,0.0039220526
68,49282.124,,0.0039220526
69,49282.809,,0.0039220526
70,49283.466,,0.0039220526
71,49284.095,,0.0039220526
72,49284.698,,0.0039220526
73,49285.277,,0.0039220526
74,49285.831,,0.0039220526
75,49286.364,,0.0039220526
76,49286.876,,0.0039220526
77,49287.369,,0.0039220526
78,49287.842,,0.0039220526
79,49288.297,,0.0039220526
80,49288.736,,0.0039220526
81,49289.158,,0.0039220526
82,49289.565,,0.0039220526
83,49289.957,,0.0039220526
84,49290.335,,0.0039220526
85,49290.701,,0.0039220526
86,49291.053,,0.0039220526
87,49291.393,,0.0039220526
88,49291.722,,0.0039220526
89,49292.04,,0.0039220526
90,49292.347,,0.0039220526
91,49292.643,,0.0039220526
92,49292.931,,0.0039220526
93,49293.209,,0.0039220526
94,49293.478,,0.0039220526
95,49293.74,,0.0039220526
96,49293.992,,0.0039220526
97,49294.237,,0.0039220526
98,49294.475,,0.0039220526
99,49294.705,,0.0039220526
100,49294.929,,0.0039220526
101,49295.146,,0.0039220526
102,49295.356,,0.0039220526
103,49295.561,,0.0039220526
104,49295.759,,0.0039220526
105,49295.952,,0.0039220526
106,49296.139,,0.0039220526
107,49296.321,,0.0039220526
108,49296.499,,0.0039220526
109,49296.671,,0.0039220526
110,49296.838,,0.0039220526
111,49297.002,,0.0039220526
112,49297.16,,0.0039220526
113,49297.315,,0.0039220526
114,49297.465,,0.0039220526
115,49297.612,,0.0039220526
116,49297.755,,0.0039220526
117,49297.894,,0.0039220526
118,49298.03,,0.0039220526
119,49298.161,,0.0039220526
120,49298.29,,0.0039220526
121,49298.416,,0.0039220526
122,49298.539,,0.0039220526
123,49298.659,,0.0039220526
124,49298.776,,0.0039220526
125,49298.889,,0.0039220526
126,49299,,0.0039220526
127,49299.11,,0.0039220526
128,49299.216,,0.0039220526
129,49299.319,,0.0039220526
130,49299.421,,0.0039220526
131,49299.52,,0.0039220526
132,49299.616,,0.0039220526
133,49299.71,,0.0039220526
134,49299.803,,0.0039220526
135,49299.893,,0.0039220526
136,49299.982,,0.0039220526
137,49300.068,,0.0039220526
138,49300.153,,0.0039220526
139,49300.235,,0.0039220526
140,49300.316,,0.0039220526
141,49300.396,,0.0039220526
142,49300.473,,0.0039220526
143,49300.549,,0.0039220526
144,49300.624,,0.0039220526
145,49300.696,,0.0039220526
146,49300.768,,0.0039220526
147,49300.838,,0.0039220526
148,49300.906,,0.0039220526
149,49300.973,,0.0039220526
150,49301.039,,0.0039220526
