4,38750.42,[c3],0.007
5,41364.602,[c3],0.018
6,42777.023,[c3],0.022
7,43623.896,[c3],0.026
8,44170.8,[c3],0.03
9,44544.27,[c3],0.03
10,44810.53,[c3],0.04
11,45006.93,[c3],0.03
12,45155.92,[c3],0.04
13,45271.72,[c3],0.04
14,45363.22,[c3],0.04
15,45437.09,[c3],0.04
16,45497.42,[c3],0.04
17,45547.3,[c3],0.04
18,45589.11,[c3],0.04
19,45624.48,[c3],0.04
20,45654.67,[c8],0.15
21,45680.58,[c8],0.15
22,45703.04,[c8],0.15
23,45722.62,[c8],0.15
24,45739.79,[c8],0.15
25,45755.09,[c8],0.15
26,45768.22,[c8],0.15
27,45780.24,[c8],0.15
28,45791.01,[c8],0.15
